metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,10.000202238569473,0.009170248290763494,8.409345371425079e-05,9.99983213455372,9.9798445455582,10.024816325446013
mean_lateral_error_m,0.014734612971358627,0.0024688865389623027,6.095400742269257e-06,0.01436881011312245,0.0100258553762453,0.0219258832758583
mean_lateral_rmse_m,0.030519629749867327,0.004999933417898509,2.4999334183418265e-05,0.0301481391384939,0.0197074439235369,0.0448663084681179
mean_maximum_path_deviation_m,0.14518695622352085,0.0256312132621641,0.0006569590932905369,0.1448106394764215,0.0920461564527092,0.2294752826590826
maximum_path_deviation_m,0.2903739124470413,0.05126242652432819,0.0026278363731621463,0.2896212789528426,0.184092312905418,0.4589505653181649
mean_trajectory_elongation_index,1.035458125653709,0.00040657754181128223,1.6530529750530494e-07,1.035433814842158,1.0345400672920118,1.0364689180795694
total_uavs,3.0,0.0,0.0,3.0,3.0,3.0
uavs_considered_in_metrics,2.0,0.0,0.0,2.0,2.0,2.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
