metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,7.135815131180399,0.05256027118047802,0.002762582106565388,7.13483701942147,7.022370929913924,7.281097995479832
mean_lateral_error_m,0.9100100655931105,0.001629555609300435,2.6554514838025117e-06,0.9099969629400833,0.9058290621846122,0.9145251212263896
mean_lateral_rmse_m,1.2955665302389874,0.0033634463634738317,1.1312771439965342e-05,1.2956339955505867,1.2860897825366768,1.3027938811654116
mean_maximum_path_deviation_m,3.498908997054785,0.019275617360560732,0.0003715494246307503,3.498443021353724,3.453990779553594,3.5518377531508434
maximum_path_deviation_m,4.955929054363688,0.04952533059587419,0.0024527583706306323,4.957401456530759,4.845054478959255,5.091096833617558
mean_trajectory_elongation_index,1.0280066235905094,0.00013122737817153216,1.7220624781774315e-08,1.0280246710284524,1.0276588033149991,1.0282797470991352
total_uavs,3.0,0.0,0.0,3.0,3.0,3.0
uavs_considered_in_metrics,3.0,0.0,0.0,3.0,3.0,3.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
