metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,3.2104892714360114,0.7609066130092854,0.5789788737212624,2.960386666766661,2.0282878288092028,4.384904595280747
mean_lateral_error_m,1.3830773704480093,0.11940053453181779,0.014256487646483813,1.385825637990346,1.160001681152606,1.695601775409755
mean_lateral_rmse_m,2.2037166848617273,0.16529383332216951,0.02732205133433716,2.1688868552067175,1.8727336781071997,2.6425316584077985
mean_maximum_path_deviation_m,5.15393817375293,0.350633665295052,0.12294396723824255,5.06870184838386,4.496682099958884,6.27442677121222
maximum_path_deviation_m,6.68590315411643,0.664169290973288,0.4411208470719601,6.795856794543022,5.265280057232841,8.909002341667874
mean_trajectory_elongation_index,1.2149741473167872,0.012250560252827909,0.000150076226508167,1.2124118865294187,1.1949393127850874,1.2564932477049595
total_uavs,4.0,0.0,0.0,4.0,4.0,4.0
uavs_considered_in_metrics,4.0,0.0,0.0,4.0,4.0,4.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
