metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.1913023264002796,0.41868125697496505,0.1752939949421367,5.243330488214053,4.140794808935347,5.848088690492898
mean_lateral_error_m,3.8252958464843805,0.29684363650477175,0.08811614453337707,3.751484683614603,3.3221209728239187,4.333538161220456
mean_lateral_rmse_m,5.037619619391501,0.23843902229062325,0.056853167350908326,4.981238485946526,4.57660885650208,5.4050388420168405
mean_maximum_path_deviation_m,8.79057264089707,0.22608967583074696,0.05111654151725224,8.773847223034952,8.220465379940899,9.119993326426204
maximum_path_deviation_m,9.958422215143674,0.2746658757426389,0.07544134329747074,10.022226808382722,9.175534415603863,10.52024667796104
mean_trajectory_elongation_index,1.4921156591042075,0.062408230878663214,0.0038947872814045327,1.4871939063828215,1.3868888127613042,1.6406466426272026
total_uavs,10.0,0.0,0.0,10.0,10.0,10.0
uavs_considered_in_metrics,10.0,0.0,0.0,10.0,10.0,10.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
