metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.138044451824162,0.44380937547767735,0.19696676176188602,5.158145091605755,4.054052293999228,5.812593730675907
mean_lateral_error_m,3.8134047786859133,0.29594740600027397,0.087584867118291,3.7751150891767997,3.0658739051781527,4.337814891927847
mean_lateral_rmse_m,5.035568155821481,0.2422021051800709,0.058661859753658126,4.99742607614173,4.398236519049049,5.417699429615995
mean_maximum_path_deviation_m,8.802457308324348,0.23527712092672395,0.05535532363156829,8.831191808076536,8.236314550568618,9.14716747870266
maximum_path_deviation_m,9.967095059649052,0.2621297425984744,0.06871200195474243,10.033451970531207,9.16193044961155,10.51992103793854
mean_trajectory_elongation_index,1.4772643895936342,0.06836669443316123,0.00467400490771724,1.472948334369494,1.3496558678269333,1.6594350713913062
total_uavs,10.0,0.0,0.0,10.0,10.0,10.0
uavs_considered_in_metrics,10.0,0.0,0.0,10.0,10.0,10.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
