metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.683057212225907,0.19940079979041941,0.039760678957058926,5.716472993580203,5.189692393964624,6.018782358206202
mean_lateral_error_m,0.7658810220095112,0.021047544515133538,0.0004429991301165278,0.759608917086257,0.738189549979028,0.8347037497787763
mean_lateral_rmse_m,1.467909265613525,0.018941500261279286,0.0003587804321480432,1.4618839954721965,1.4464203580171282,1.5363426754509248
mean_maximum_path_deviation_m,4.16378982935128,0.07411469136811574,0.005492987476591051,4.1566018686076,4.023482232641447,4.359531753651735
maximum_path_deviation_m,4.2025267395934085,0.08309576410901977,0.006904906012861859,4.19357286964624,4.051043346692303,4.443090006311177
mean_trajectory_elongation_index,1.0851711129957209,0.003025097652269317,9.151215805765335e-06,1.0844470650335398,1.080915714203755,1.093586241112137
total_uavs,2.0,0.0,0.0,2.0,2.0,2.0
uavs_considered_in_metrics,2.0,0.0,0.0,2.0,2.0,2.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
