metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,11.450627032330665,0.01662461614654664,0.00027637786202001924,11.451370150879553,11.409262965645455,11.484760772102124
mean_lateral_error_m,1.632476280406155,0.004994092731862218,2.4940962214439028e-05,1.6323536444577447,1.6185614796368633,1.643983500755379
mean_lateral_rmse_m,2.8731978423458453,0.0045319824375665415,2.053886481441157e-05,2.8729942036013174,2.8600125403830465,2.8837050762808496
mean_maximum_path_deviation_m,6.909546939459492,0.008199349122654982,6.722932603518301e-05,6.9091341222037395,6.889252072541464,6.934402435785675
maximum_path_deviation_m,6.920805055568508,0.00987741519137045,9.756333086271573e-05,6.921210400549582,6.898186797398208,6.941928056308265
mean_trajectory_elongation_index,1.1749314254088712,0.0028604339919550445,8.18208262233187e-06,1.17500677486428,1.1665132642969336,1.1820186535648467
total_uavs,4.0,0.0,0.0,4.0,4.0,4.0
uavs_considered_in_metrics,3.0,0.0,0.0,3.0,3.0,3.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
