metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.979249978667742,0.026900727524396376,0.0007236491413418168,5.978338865555738,5.926474435733399,6.050926653672715
mean_lateral_error_m,0.6791113742905428,0.007304225548548446,5.335171086406786e-05,0.6789852254040356,0.6651884925049738,0.6997188829858452
mean_lateral_rmse_m,1.2142982167781071,0.013641529170336963,0.00018609131810515427,1.2144733364181848,1.1870423985382332,1.2520386274610014
mean_maximum_path_deviation_m,3.187798050543266,0.026209698042290168,0.0006869482714680291,3.1867489854063034,3.1352413744927383,3.25008484493205
maximum_path_deviation_m,6.909338217257122,0.014091701295880745,0.00019857604541232706,6.908538130881642,6.878271434340518,6.941149031468541
mean_trajectory_elongation_index,1.0828207281345053,0.001351607498534905,1.8268428300957833e-06,1.0831165905203255,1.079529219749945,1.085559172294129
total_uavs,4.0,0.0,0.0,4.0,4.0,4.0
uavs_considered_in_metrics,4.0,0.0,0.0,4.0,4.0,4.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
