metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.248325694723503,0.47216290534041255,0.2229378091794994,5.341917485022391,4.237801457785461,5.978203495914065
mean_lateral_error_m,3.6102959025462957,0.24365374412417892,0.05936714702573086,3.6703369074325605,3.112204173541623,4.041409685733153
mean_lateral_rmse_m,4.64158542742155,0.18596344411926616,0.034582402548699424,4.6936170797087495,4.237742686314757,4.971413654480932
mean_maximum_path_deviation_m,7.872212725823971,0.1273391778889261,0.016215266225427565,7.900794806133389,7.340706706120922,8.06737617454104
maximum_path_deviation_m,9.977555001515531,0.37916681466333874,0.14376747334194268,9.940999165536224,9.104119858886827,11.81242540941545
mean_trajectory_elongation_index,1.4481942404539843,0.061875463041684176,0.0038285729266228246,1.4431077692164465,1.3554641427526093,1.773390221582286
total_uavs,10.0,0.0,0.0,10.0,10.0,10.0
uavs_considered_in_metrics,10.0,0.0,0.0,10.0,10.0,10.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
