metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,4.151051893691618,0.18340270370197104,0.033636551725192976,4.1844554344300136,3.608904277379685,4.440777320982371
mean_lateral_error_m,0.6519564526328856,0.01441287630619376,0.00020773100341764148,0.6563914547124945,0.6005861372792249,0.6676113551615794
mean_lateral_rmse_m,1.1931465069875384,0.02612953187738005,0.0006827524361310202,1.2011729858486024,1.095863149508939,1.214089747585084
mean_maximum_path_deviation_m,3.205312067160171,0.09669848566520493,0.009350597129943844,3.2339913397971487,2.843573446788386,3.2620811078881604
maximum_path_deviation_m,6.908932206196742,0.013988035653554021,0.00019566514144509845,6.907879274782697,6.87786506017174,6.941149031468541
mean_trajectory_elongation_index,1.0701916103688958,0.001514712323227081,2.2943534221359812e-06,1.070179523631351,1.0673396922610598,1.073423875040222
total_uavs,4.0,0.0,0.0,4.0,4.0,4.0
uavs_considered_in_metrics,4.0,0.0,0.0,4.0,4.0,4.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
