metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,6.010628173785871,0.039533679135885486,0.0015629117860191473,6.005447116644106,5.935546880575274,6.102133822758419
mean_lateral_error_m,0.9139185657974356,0.0006458380819625737,4.1710682811309604e-07,0.9139160717926518,0.911854697405684,0.91526268980317
mean_lateral_rmse_m,1.3414106028095176,0.0014221560606007008,2.0225278607033045e-06,1.3411285986146821,1.338273411668026,1.3451466060445163
mean_maximum_path_deviation_m,4.406129846003765,0.018616948939090244,0.00034659078780069336,4.40704771381116,4.365974036695345,4.445705527144731
maximum_path_deviation_m,4.705219088618987,0.033208280932431194,0.0011027899224872733,4.70421735395208,4.645154735112247,4.78417219618008
mean_trajectory_elongation_index,1.048743840238829,0.00013947144718860118,1.9452284580882767e-08,1.0487344328962234,1.0484174254435783,1.0490450431673457
total_uavs,2.0,0.0,0.0,2.0,2.0,2.0
uavs_considered_in_metrics,2.0,0.0,0.0,2.0,2.0,2.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
