metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.826904876500277,0.0335384383505725,0.001124826846995152,5.825189977783832,5.740018766271201,5.923600110152158
mean_lateral_error_m,0.8099949402086551,0.0013243344495351356,1.7538617342255305e-06,0.8096093688778234,0.8074282097866072,0.8131459453455638
mean_lateral_rmse_m,1.0618000488819292,0.0020909054633888565,4.371885656829369e-06,1.061792665399285,1.0565308737770405,1.0675406557350289
mean_maximum_path_deviation_m,3.251804649305352,0.018504998806037506,0.00034243498081144955,3.2536788360498523,3.2133637662818697,3.289612267150809
maximum_path_deviation_m,3.73344909309121,0.020126658417651242,0.00040508237906081157,3.7320056434077253,3.681104540065654,3.785920146887894
mean_trajectory_elongation_index,1.024884309662006,0.00014397073253087512,2.0727571825476784e-08,1.0248985982560779,1.024503270002449,1.0251722824943164
total_uavs,2.0,0.0,0.0,2.0,2.0,2.0
uavs_considered_in_metrics,2.0,0.0,0.0,2.0,2.0,2.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
