metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,7.929317876946286,0.010511732871006015,0.00011049652795138836,7.929459415152984,7.906856491994652,7.947094019123735
mean_lateral_error_m,1.3001987127496892,0.0015184336530517364,2.305640758720041e-06,1.300151702787271,1.2964434129498077,1.3036060849260291
mean_lateral_rmse_m,2.0853919864179145,0.0015543246429144085,2.4159250955710037e-06,2.0853883740853836,2.0827742465739187,2.0902285962248808
mean_maximum_path_deviation_m,5.589103244406053,0.00305668331710713,9.34331290108105e-06,5.589052812231828,5.581458636247405,5.594533628755669
maximum_path_deviation_m,7.8931779381399005,0.0059484673083361455,3.538426331834387e-05,7.892774687537791,7.877556965861124,7.909703612491195
mean_trajectory_elongation_index,1.071896974214517,0.0012569119619038197,1.5798276799769094e-06,1.0718682884338677,1.0685790441143446,1.0745534106685104
total_uavs,3.0,0.0,0.0,3.0,3.0,3.0
uavs_considered_in_metrics,3.0,0.0,0.0,3.0,3.0,3.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
