metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.190013698651897,0.5050777269055743,0.2551035102161019,5.228179126933026,4.097037464345834,6.009779376382755
mean_lateral_error_m,3.5282314381179374,0.2592241280148173,0.06719714854504238,3.5678722278917006,3.0862531165180807,4.041354285766868
mean_lateral_rmse_m,4.589130795007233,0.2022745444551838,0.04091499133455213,4.610190179306139,4.214118491724786,4.956301628300558
mean_maximum_path_deviation_m,7.84896991027762,0.15710801904602756,0.02468292964856696,7.866538811455366,7.361519095309239,8.077435198929482
maximum_path_deviation_m,9.886725569505703,0.4236985212189735,0.17952043688314492,9.89627819794293,8.614759317415807,11.176423781905024
mean_trajectory_elongation_index,1.4514398837157643,0.06590813070018064,0.004343881692392094,1.4454130742814224,1.3335452643615373,1.6483932168200848
total_uavs,10.0,0.0,0.0,10.0,10.0,10.0
uavs_considered_in_metrics,10.0,0.0,0.0,10.0,10.0,10.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
