metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,2.5011366466229252,0.7739643462945855,0.5990208093352051,2.1311806339673955,1.9568051198974088,4.369339468305572
mean_lateral_error_m,1.164956196183499,0.11055920731711805,0.012223338322589488,1.1584103454612777,0.8622528654700465,1.5588505872955851
mean_lateral_rmse_m,1.9326639224118447,0.1473003952131355,0.021697406429945915,1.9250441853535185,1.5726407059511227,2.5387101462571904
mean_maximum_path_deviation_m,5.124039228651393,0.36640865177152077,0.13425530009302358,5.111866294049682,4.314957547904939,6.4829354901338565
maximum_path_deviation_m,7.536083249903282,1.056207687729272,1.1155746796184154,7.539804956946162,4.972725794542425,9.63180300376141
mean_trajectory_elongation_index,1.2594612642337857,0.024862025768486493,0.0006181203253128864,1.2582238436614464,1.208973800490891,1.3147492395265514
total_uavs,4.0,0.0,0.0,4.0,4.0,4.0
uavs_considered_in_metrics,4.0,0.0,0.0,4.0,4.0,4.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
