metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,4.267763021358514,0.08531398323503991,0.0072784757354286715,4.289244427372386,4.025071762666936,4.400501328393295
mean_lateral_error_m,1.6095269714104379,0.059260736029189125,0.0035118348347212337,1.6171087517973008,1.46087394409913,1.7218429070497985
mean_lateral_rmse_m,2.4957164612010727,0.08152903998479931,0.006646984360843005,2.5012084084646875,2.318887450880305,2.6483942102489406
mean_maximum_path_deviation_m,5.764164785417822,0.24269223091977568,0.058899518948817724,5.802390369491601,5.292151128848199,6.337775018719601
maximum_path_deviation_m,8.267401300176967,0.6451945858430228,0.41627605360114966,8.569437125142144,7.121401103364359,9.278569674221965
mean_trajectory_elongation_index,1.2115043361259978,0.03347307039609975,0.0011204464417422493,1.1945612108111712,1.1783205212997123,1.3058310608745978
total_uavs,4.0,0.0,0.0,4.0,4.0,4.0
uavs_considered_in_metrics,4.0,0.0,0.0,4.0,4.0,4.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
