metric,mean,std,var,median,min,max
minimum_inter_uav_distance_m,5.992848239456366,0.037381940075651494,0.0013974094438195994,5.995934890791881,5.899413608259786,6.081156346558668
mean_lateral_error_m,0.9141729716910431,0.0007474346474538205,5.58658552214417e-07,0.9141454633215678,0.9126283612504617,0.9163877827123068
mean_lateral_rmse_m,1.3413760488706512,0.0015978026273005465,2.552973235808529e-06,1.3411820349845271,1.3373192216669558,1.3456995615921152
mean_maximum_path_deviation_m,4.409521307470076,0.01950462200827897,0.00038043027968584037,4.408744717086891,4.357842103565924,4.458634869924504
maximum_path_deviation_m,4.713750832293234,0.03534676548603708,0.001249393830324902,4.712770238816491,4.636669535892544,4.798742971888039
mean_trajectory_elongation_index,1.04897931599765,0.00014218002317107796,2.0215158988928264e-08,1.048971905467447,1.0486343025028362,1.0492947200863538
total_uavs,2.0,0.0,0.0,2.0,2.0,2.0
uavs_considered_in_metrics,2.0,0.0,0.0,2.0,2.0,2.0
success_rate,1.0,,,,,
collision_rate,0.0,,,,,
